Year,Award,Movie,Nominee,Winner
2017,WRITING (ADAPTED SCREENPLAY),Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,1
2017,WRITING (ADAPTED SCREENPLAY),Screenplay by Eric Heisserer,Arrival,0
2017,WRITING (ADAPTED SCREENPLAY),Screenplay by August Wilson,Fences,0
2017,WRITING (ADAPTED SCREENPLAY),Screenplay by Allison Schroeder and Theodore Melfi,Hidden Figures,0
2017,WRITING (ADAPTED SCREENPLAY),Screenplay by Luke Davies,Lion,0
2017,WRITING (ORIGINAL SCREENPLAY),Written by Kenneth Lonergan,Manchester by the Sea,1
2017,WRITING (ORIGINAL SCREENPLAY),Written by Taylor Sheridan,Hell or High Water,0
2017,WRITING (ORIGINAL SCREENPLAY),Written by Damien Chazelle,La La Land,0
2017,WRITING (ORIGINAL SCREENPLAY),Written by Yorgos Lanthimos  Efthimis Filippou,The Lobster,0
2017,WRITING (ORIGINAL SCREENPLAY),Written by Mike Mills,20th Century Women,0
